#TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus
ASV5956,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1476,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1991,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira
ASV5925,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4270,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3154,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5734,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4426,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6209,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,28-4
ASV1539,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,28-4
ASV7431,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV847,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV1007,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV4580,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV4401,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV5294,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6122,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV7070,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV568,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3857,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3942,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV335,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6792,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6727,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2724,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group
ASV136,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV482,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1366,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6084,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3050,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5828,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2164,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV4028,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV4783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1802,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV887,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2911,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3360,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6142,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Incertae_Sedis
ASV1370,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1222,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5079,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1124,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2009,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV5693,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV6483,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV685,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV5217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV1935,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV2722,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV4665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1254,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV8111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group
ASV2895,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_AC2044_group
ASV6565,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_AC2044_group
ASV2111,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV765,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group
ASV2379,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3733,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2322,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1035,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV2147,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV3677,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV2607,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV4737,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV6432,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV3238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3860,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV5380,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV1326,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV4306,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV7862,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5660,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV2620,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV1528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV5264,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV634,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV2300,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV3903,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6274,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1553,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV3604,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV666,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV2354,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV674,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1701,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1058,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1048,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2650,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-004
ASV4355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3619,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3462,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4113,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6249,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6299,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2860,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1605,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV2626,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV995,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV2903,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6087,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3241,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV3186,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV7547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV607,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3736,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4259,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV348,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4257,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6889,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3510,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3159,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV989,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_NK4A136_group
ASV2039,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2434,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1963,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,CAG-56
ASV6546,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5358,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter
ASV6188,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV8592,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter
ASV5055,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV6880,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV7839,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV5939,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4679,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV8640,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3464,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV6400,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV248,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV6116,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV7943,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4087,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV7103,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV8093,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV8789,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV2976,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV7834,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV7555,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4801,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5394,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5801,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV4284,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV7273,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV7570,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3162,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV5905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3031,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3768,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV1416,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3846,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV8206,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV2178,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2640,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV2890,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV938,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV8897,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV4236,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV7658,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV2618,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV620,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV2936,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4242,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV280,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV6970,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4982,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV1056,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3716,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV1644,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1523,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2558,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV1300,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV510,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV8888,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3483,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV1804,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV187,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV5933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV1846,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1908,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3843,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4542,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3269,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3346,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3737,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4204,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3508,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4720,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV1923,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV2442,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3389,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV5401,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4322,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1747,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4616,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6317,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV7331,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2742,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6954,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV946,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4628,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV292,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV8061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2534,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5506,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5977,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV1648,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4308,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3797,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1925,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3623,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5565,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1305,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV76,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV1943,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV5444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3727,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV1057,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5822,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3229,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4698,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2729,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV3453,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4368,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV2714,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV2246,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3974,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV5547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4908,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV3451,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV4223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia
ASV7449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV877,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
ASV3367,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium
ASV1369,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas
ASV1892,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas
ASV5664,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1061,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus_3
ASV5176,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2682,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5607,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV2591,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6095,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas
ASV8247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV5442,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV6281,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV1834,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas
ASV9141,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FCS020_group
ASV5783,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV9220,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified
ASV4105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV5496,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV7391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV4988,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV6015,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV8638,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_FE2018_group
ASV7102,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
ASV9035,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
ASV3751,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus
ASV4462,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-002
ASV4995,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV832,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV2669,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV1981,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV5489,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV9091,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
ASV495,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
