#TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus
ASV9040,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV9229,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV5371,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV1377,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV3279,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV1031,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV4659,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV4744,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV16,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia
ASV545,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV525,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV8132,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV2148,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV3206,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV3180,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV3919,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gallicola
ASV6605,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6060,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5001,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6873,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5637,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV4305,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7061,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1183,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3775,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3064,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2092,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6733,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7826,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV466,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7491,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1608,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV8545,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5123,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1285,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5691,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1214,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5300,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV886,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5754,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV266,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6625,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV4424,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1233,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5633,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV632,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1745,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5046,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1017,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV4208,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1826,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2356,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV8751,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3687,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV4917,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV65,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV294,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5355,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1036,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV97,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV4668,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3427,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV167,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1102,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7504,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1762,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2482,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3205,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2340,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV841,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV586,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV727,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV681,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV359,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2344,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5683,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV377,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1550,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV475,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1295,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV69,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1301,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6969,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2912,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3223,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV18,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV5413,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV108,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV43,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2211,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7226,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV24,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV7960,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV17,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV1959,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2865,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6534,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV6872,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV2299,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV2314,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV8203,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV9009,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
ASV6736,Bacteria,Firmicutes,unclassified,unclassified,unclassified,unclassified
ASV7351,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
ASV3721,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV7814,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV4953,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV974,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV6428,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV7675,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV8471,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV90,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV399,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV7666,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV4129,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV5094,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV4914,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV8394,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Murdochiella
ASV192,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV4456,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV59,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV4126,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV6868,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV8504,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV1055,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV7500,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV3296,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Parvimonas
ASV8917,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV3298,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV42,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV4915,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV4955,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV489,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV6726,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV882,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV836,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV6416,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV2752,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV929,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV2188,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1131,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1411,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV4700,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV2566,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1209,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV488,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1142,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1195,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV7062,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV4588,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV72,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV785,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV979,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV7519,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV38,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV7976,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV181,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV8924,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV2165,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV626,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV8849,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1571,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV920,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1537,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV180,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV2691,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV1906,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV9167,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV2801,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV536,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV3523,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
ASV8835,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV3046,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV5955,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV6802,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV4327,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV5447,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV6656,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV9094,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV9439,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,unclassified
ASV8382,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV8826,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV1188,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV659,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV556,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV7510,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV1977,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV4521,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,W5053
ASV7126,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Gottschalkia
ASV4857,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter
ASV8523,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter
ASV5087,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
ASV8179,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
ASV3898,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
ASV6422,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
ASV1453,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV3897,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV8546,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV2119,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV6324,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV3961,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV212,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus
ASV4831,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV6583,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax
ASV7312,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax
ASV5039,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8435,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV8854,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV5561,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax
ASV4767,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV7254,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV8825,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV4469,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV5190,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV7332,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV9133,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV6984,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV7105,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV2846,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV2126,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_UCG-001
ASV2761,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV6541,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV1077,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax
ASV2653,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax
ASV4043,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4938,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV1296,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV1858,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4109,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV1766,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV581,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV6510,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV1646,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV1772,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV3455,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV6692,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV4023,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV7023,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV504,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV3971,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV693,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV855,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV3578,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV1257,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV2855,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV6243,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV4740,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Mogibacterium
ASV1457,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV529,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8196,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV5454,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV4525,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV4718,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV7261,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV4564,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV6256,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8014,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV4636,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV6675,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV6720,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8830,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8864,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV3184,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV1756,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV1835,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV203,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,S5-A14a
ASV1844,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV7964,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV3591,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV1135,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV4655,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV8418,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV3217,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV3912,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV2171,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV8263,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4352,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV8637,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV3197,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV3236,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV3626,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV6983,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV5534,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV8071,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4974,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV5097,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4172,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV5590,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4140,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV479,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV6115,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV1038,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV2774,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV2925,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV5423,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV8962,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_AD3011_group
ASV4256,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV2823,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV3970,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV1592,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
ASV2769,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,unclassified
